Customer ID,last_purchase,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Total,RFM_Code,Segment
13555.0,2011-09-27 12:36:00,13,8999.19,73,3,5,5,13,355,Champions
13556.0,2010-10-06 16:44:00,2,200.82,429,1,2,1,4,121,Lost
13557.0,2011-11-11 15:24:00,13,3032.26,28,4,5,5,14,455,Champions
13558.0,2011-12-04 11:24:00,4,605.06,5,5,3,2,10,532,Loyal Customers
13559.0,2010-07-15 09:52:00,2,990.0,512,1,2,3,6,123,Need Attention
13560.0,2011-12-02 13:11:00,1,174.37,7,5,1,1,7,511,Potential Loyalists
13561.0,2011-05-08 12:39:00,11,1820.72,215,2,5,4,11,254,Loyal Customers
13562.0,2011-09-19 10:51:00,8,4838.18,81,3,4,5,12,345,Loyal Customers
13563.0,2011-09-16 14:45:00,2,777.53,84,3,2,3,8,323,Potential Loyalists
13564.0,2011-07-18 14:33:00,37,17249.55,144,3,5,5,13,355,Champions
13565.0,2011-11-20 14:33:00,3,414.8,19,5,3,2,10,532,Loyal Customers
13566.0,2011-10-30 11:59:00,5,1708.12,40,4,4,4,12,444,Loyal Customers
13567.0,2010-10-07 12:51:00,4,1083.69,428,1,3,3,7,133,At Risk
13568.0,2011-06-19 14:42:00,1,192.85,173,3,1,1,5,311,Need Attention
13569.0,2011-11-22 13:07:00,4,893.78,17,5,3,3,11,533,Loyal Customers
13570.0,2011-04-10 13:36:00,1,239.49,243,2,1,1,4,211,Lost
13571.0,2011-11-27 10:47:00,26,4546.54,12,5,5,5,15,555,Champions
13572.0,2011-05-18 11:59:00,1,1384.25,205,2,1,4,7,214,Need Attention
13573.0,2011-10-20 14:33:00,6,916.47,50,4,4,3,11,443,Loyal Customers
13574.0,2010-10-24 13:28:00,1,421.25,411,1,1,2,4,112,Lost
13575.0,2011-11-16 13:14:00,5,732.07,23,4,4,3,11,443,Loyal Customers
13576.0,2011-11-29 15:34:00,28,11551.74,10,5,5,5,15,555,Champions
13577.0,2011-11-14 15:19:00,11,3489.28,25,4,5,5,14,455,Champions
13578.0,2010-10-26 13:44:00,1,147.66,409,2,1,1,4,211,Lost
13579.0,2011-11-25 08:41:00,5,1539.04,14,5,4,4,13,544,Champions
13580.0,2010-10-29 15:01:00,1,107.75,406,2,1,1,4,211,Lost
13581.0,2011-02-03 14:41:00,2,280.53,309,2,2,1,5,221,Need Attention
13582.0,2010-11-15 11:34:00,2,241.68,389,2,2,1,5,221,Need Attention
13583.0,2011-07-07 10:40:00,2,1445.03,155,3,2,4,9,324,Potential Loyalists
13584.0,2011-02-06 12:49:00,3,392.45,306,2,3,2,7,232,At Risk
13585.0,2010-06-27 12:33:00,3,684.54,530,1,3,3,7,133,At Risk
13586.0,2010-06-16 13:47:00,1,131.53,541,1,1,1,3,111,Lost
13587.0,2011-10-07 12:31:00,4,1673.5,63,3,3,4,10,334,Loyal Customers
13588.0,2011-11-24 10:42:00,9,2478.95,15,5,5,4,14,554,Champions
13589.0,2011-11-25 12:10:00,6,1120.74,14,5,4,3,12,543,Loyal Customers
13590.0,2011-11-28 12:54:00,18,6349.59,11,5,5,5,15,555,Champions
13591.0,2011-10-06 12:26:00,7,2093.94,64,3,4,4,11,344,Loyal Customers
13592.0,2011-11-04 09:49:00,4,247.96,35,4,3,1,8,431,Potential Loyalists
13593.0,2011-08-23 13:35:00,14,5523.69,108,3,5,5,13,355,Champions
13594.0,2011-10-18 10:19:00,2,533.32,52,4,2,2,8,422,Potential Loyalists
13595.0,2010-07-11 12:36:00,3,818.22,516,1,3,3,7,133,At Risk
13596.0,2011-12-04 12:01:00,2,697.04,5,5,2,3,10,523,Loyal Customers
13597.0,2010-11-04 14:54:00,2,396.71,400,2,2,2,6,222,Need Attention
13598.0,2011-10-23 14:28:00,5,789.59,47,4,4,3,11,443,Loyal Customers
13599.0,2011-12-08 16:10:00,33,10167.63,1,5,5,5,15,555,Champions
13600.0,2011-01-31 15:27:00,2,518.42,312,2,2,2,6,222,Need Attention
13601.0,2011-10-25 17:31:00,4,1185.14,45,4,3,3,10,433,Loyal Customers
13602.0,2011-10-06 11:47:00,4,1025.17,64,3,3,3,9,333,Potential Loyalists
13603.0,2011-11-13 15:57:00,1,164.34,26,4,1,1,6,411,New Customers
13604.0,2010-02-19 12:02:00,1,717.62,658,1,1,3,5,113,Need Attention
13605.0,2010-11-17 17:16:00,2,522.67,387,2,2,2,6,222,Need Attention
13606.0,2011-11-10 17:46:00,3,280.54,29,4,3,1,8,431,Potential Loyalists
13607.0,2011-10-30 16:17:00,2,1078.31,40,4,2,3,9,423,Potential Loyalists
13608.0,2010-06-17 12:28:00,1,236.2,540,1,1,1,3,111,Lost
13609.0,2010-04-25 13:26:00,1,167.35,593,1,1,1,3,111,Lost
13610.0,2011-11-27 15:38:00,14,2175.88,12,5,5,4,14,554,Champions
13611.0,2011-09-11 14:51:00,10,3319.53,89,3,5,5,13,355,Champions
13612.0,2010-03-17 12:14:00,1,818.29,632,1,1,3,5,113,Need Attention
13613.0,2010-09-13 12:01:00,5,1039.85,452,1,4,3,8,143,At Risk
13614.0,2011-11-15 14:47:00,6,2359.19,24,4,4,4,12,444,Loyal Customers
13615.0,2011-01-25 08:21:00,8,6272.53,318,2,4,5,11,245,Loyal Customers
13616.0,2010-05-20 12:59:00,2,288.1,568,1,2,1,4,121,Lost
13617.0,2011-10-30 13:50:00,8,1278.75,40,4,4,4,12,444,Loyal Customers
13618.0,2011-06-19 11:09:00,1,177.34,173,3,1,1,5,311,Need Attention
13619.0,2010-06-13 11:39:00,2,231.69,544,1,2,1,4,121,Lost
13620.0,2010-06-29 15:02:00,1,112.34,528,1,1,1,3,111,Lost
13621.0,2011-08-15 08:26:00,1,213.85,116,3,1,1,5,311,Need Attention
13622.0,2010-01-12 13:22:00,1,658.95,696,1,1,3,5,113,Need Attention
13623.0,2011-11-09 12:00:00,10,2566.49,30,4,5,4,13,454,Champions
13624.0,2010-11-16 13:43:00,1,462.08,388,2,1,2,5,212,Need Attention
13625.0,2010-04-22 10:50:00,1,301.26,596,1,1,2,4,112,Lost
13626.0,2011-04-01 10:05:00,2,707.04,252,2,2,3,7,223,Need Attention
13627.0,2011-10-11 14:20:00,7,2245.9,59,3,4,4,11,344,Loyal Customers
13628.0,2010-02-01 14:44:00,1,310.14,676,1,1,2,4,112,Lost
13629.0,2011-11-16 13:21:00,19,13370.86,23,4,5,5,14,455,Champions
13630.0,2011-12-04 15:16:00,7,2031.78,5,5,4,4,13,544,Champions
13631.0,2011-09-01 09:57:00,11,3070.42,99,3,5,5,13,355,Champions
13632.0,2011-11-15 10:51:00,8,3648.15,24,4,4,5,13,445,Champions
13634.0,2011-11-06 13:40:00,16,5073.47,33,4,5,5,14,455,Champions
13635.0,2011-10-03 10:55:00,4,2999.16,67,3,3,5,11,335,Loyal Customers
13636.0,2011-11-03 10:30:00,5,949.12,36,4,4,3,11,443,Loyal Customers
13637.0,2011-10-18 13:32:00,3,810.5,52,4,3,3,10,433,Loyal Customers
13638.0,2011-11-24 10:38:00,1,122.64,15,5,1,1,7,511,Potential Loyalists
13639.0,2011-09-26 13:36:00,2,1346.27,74,3,2,4,9,324,Potential Loyalists
13640.0,2010-04-07 15:33:00,1,405.0,611,1,1,2,4,112,Lost
13641.0,2010-03-09 07:37:00,5,1016.47,640,1,4,3,8,143,At Risk
13642.0,2011-05-08 12:34:00,4,514.72,215,2,3,2,7,232,At Risk
13643.0,2011-11-08 15:37:00,10,2156.77,31,4,5,4,13,454,Champions
13644.0,2011-11-23 14:07:00,4,2624.26,16,5,3,4,12,534,Loyal Customers
13645.0,2011-08-11 16:11:00,1,252.1,120,3,1,1,5,311,Need Attention
13646.0,2010-11-05 12:13:00,2,326.25,399,2,2,2,6,222,Need Attention
13647.0,2011-11-30 12:00:00,8,3071.68,9,5,4,5,14,545,Champions
13648.0,2010-11-04 14:46:00,8,1764.02,400,2,4,4,10,244,Loyal Customers
13649.0,2011-03-28 11:51:00,6,1678.88,256,2,4,4,10,244,Loyal Customers
13650.0,2011-11-23 12:22:00,10,3288.0,16,5,5,5,15,555,Champions
13651.0,2011-11-04 14:59:00,3,226.85,35,4,3,1,8,431,Potential Loyalists
13652.0,2011-10-25 08:51:00,5,2570.85,45,4,4,4,12,444,Loyal Customers
13653.0,2010-08-09 08:19:00,1,152.2,487,1,1,1,3,111,Lost
13654.0,2011-10-27 16:24:00,11,6308.0,43,4,5,5,14,455,Champions
13655.0,2011-08-17 14:25:00,6,2280.51,114,3,4,4,11,344,Loyal Customers
13656.0,2011-06-28 10:31:00,4,1078.85,164,3,3,3,9,333,Potential Loyalists
13657.0,2011-11-29 12:32:00,2,382.14,10,5,2,2,9,522,Potential Loyalists
13658.0,2011-11-30 10:13:00,9,6025.5,9,5,5,5,15,555,Champions
13659.0,2011-05-18 12:37:00,12,4894.88,205,2,5,5,12,255,Loyal Customers
13660.0,2010-11-04 16:10:00,1,314.59,400,2,1,2,5,212,Need Attention
13661.0,2010-04-15 14:58:00,1,325.24,603,1,1,2,4,112,Lost
13662.0,2011-09-15 12:04:00,11,2250.11,85,3,5,4,12,354,Loyal Customers
13663.0,2011-06-13 15:44:00,5,2047.51,179,3,4,4,11,344,Loyal Customers
13665.0,2010-11-18 13:06:00,3,1711.66,386,2,3,4,9,234,At Risk
13666.0,2011-10-10 15:39:00,5,127.9,60,3,4,1,8,341,Potential Loyalists
13667.0,2011-07-13 15:42:00,1,305.02,149,3,1,2,6,312,Need Attention
13668.0,2011-12-07 12:11:00,35,13089.94,2,5,5,5,15,555,Champions
13669.0,2011-10-20 09:32:00,3,413.55,50,4,3,2,9,432,Potential Loyalists
13670.0,2011-09-25 15:25:00,1,349.7,75,3,1,2,6,312,Need Attention
13671.0,2010-11-10 10:50:00,1,194.95,394,2,1,1,4,211,Lost
13672.0,2011-02-11 13:53:00,3,419.92,301,2,3,2,7,232,At Risk
13673.0,2011-11-21 12:11:00,2,396.92,18,5,2,2,9,522,Potential Loyalists
13674.0,2010-10-03 10:41:00,1,240.68,432,1,1,1,3,111,Lost
13675.0,2011-07-11 12:57:00,2,486.82,151,3,2,2,7,322,Potential Loyalists
13676.0,2010-06-18 17:30:00,2,243.9,539,1,2,1,4,121,Lost
13677.0,2010-10-31 11:32:00,2,556.19,404,2,2,2,6,222,Need Attention
13678.0,2011-07-11 10:14:00,1,232.6,151,3,1,1,5,311,Need Attention
13679.0,2010-08-03 12:13:00,3,281.26,493,1,3,1,5,131,At Risk
13680.0,2011-12-08 13:47:00,12,11435.67,1,5,5,5,15,555,Champions
13681.0,2011-11-22 11:13:00,4,827.83,17,5,3,3,11,533,Loyal Customers
13682.0,2011-06-05 14:06:00,1,59.5,187,3,1,1,5,311,Need Attention
13683.0,2010-09-08 10:00:00,1,258.6,457,1,1,1,3,111,Lost
13684.0,2011-02-27 10:13:00,4,596.98,285,2,3,2,7,232,At Risk
13685.0,2011-12-07 11:41:00,7,3119.44,2,5,4,5,14,545,Champions
13686.0,2011-06-10 09:10:00,3,409.04,182,3,3,2,8,332,Potential Loyalists
13687.0,2010-09-27 16:30:00,1,11880.84,438,1,1,5,7,115,Need Attention
13688.0,2010-03-14 14:11:00,1,375.5,635,1,1,2,4,112,Lost
13689.0,2011-10-07 13:21:00,2,1259.5,63,3,2,4,9,324,Potential Loyalists
13690.0,2011-10-11 15:03:00,1,172.25,59,3,1,1,5,311,Need Attention
13691.0,2010-11-08 17:34:00,1,212.78,396,2,1,1,4,211,Lost
13692.0,2011-11-15 11:17:00,5,3114.4,24,4,4,5,13,445,Champions
13693.0,2010-11-30 18:21:00,9,2011.82,374,2,5,4,11,254,Loyal Customers
13694.0,2011-12-06 09:32:00,143,196482.81,3,5,5,5,15,555,Champions
13695.0,2011-11-08 14:26:00,16,2770.73,31,4,5,4,13,454,Champions
13696.0,2010-10-14 09:44:00,3,2020.4,421,1,3,4,8,134,At Risk
13697.0,2011-11-01 09:14:00,1,151.3,38,4,1,1,6,411,New Customers
13698.0,2010-04-22 11:52:00,2,465.53,596,1,2,2,5,122,Need Attention
13699.0,2011-07-07 16:51:00,2,764.15,155,3,2,3,8,323,Potential Loyalists
13700.0,2011-11-13 13:00:00,13,2613.46,26,4,5,4,13,454,Champions
13701.0,2010-09-19 12:39:00,1,161.0,446,1,1,1,3,111,Lost
13702.0,2010-09-20 11:40:00,1,135.18,445,1,1,1,3,111,Lost
13703.0,2011-01-25 13:10:00,2,425.56,318,2,2,2,6,222,Need Attention
13704.0,2011-12-04 15:13:00,9,2308.06,5,5,5,4,14,554,Champions
13705.0,2011-12-02 12:32:00,7,2035.33,7,5,4,4,13,544,Champions
13706.0,2011-02-10 09:21:00,2,631.17,302,2,2,3,7,223,Need Attention
13707.0,2011-03-17 18:03:00,5,3365.86,267,2,4,5,11,245,Loyal Customers
13708.0,2011-03-13 13:46:00,1,296.88,271,2,1,2,5,212,Need Attention
13709.0,2011-12-06 10:28:00,18,7591.75,3,5,5,5,15,555,Champions
13710.0,2011-11-08 08:16:00,3,509.52,31,4,3,2,9,432,Potential Loyalists
13711.0,2011-05-05 10:31:00,9,1792.26,218,2,5,4,11,254,Loyal Customers
13712.0,2011-04-07 12:33:00,2,766.42,246,2,2,3,7,223,Need Attention
13713.0,2010-10-27 16:18:00,3,743.26,408,2,3,3,8,233,At Risk
13714.0,2010-08-31 13:57:00,1,161.35,465,1,1,1,3,111,Lost
13715.0,2011-03-03 19:21:00,17,8483.29,281,2,5,5,12,255,Loyal Customers
13716.0,2011-03-15 13:49:00,1,138.28,269,2,1,1,4,211,Lost
13717.0,2011-11-07 14:13:00,8,1763.3,32,4,4,4,12,444,Loyal Customers
13718.0,2011-04-07 13:24:00,2,306.55,246,2,2,2,6,222,Need Attention
13719.0,2011-11-24 15:26:00,11,2815.25,15,5,5,4,14,554,Champions
13720.0,2011-08-15 12:46:00,4,799.9,116,3,3,3,9,333,Potential Loyalists
13721.0,2011-11-03 14:05:00,2,741.54,36,4,2,3,9,423,Potential Loyalists
13722.0,2011-07-31 12:44:00,10,5635.41,131,3,5,5,13,355,Champions
13723.0,2011-05-06 17:04:00,6,1209.2,217,2,4,3,9,243,At Risk
13724.0,2010-03-12 15:28:00,1,213.01,637,1,1,1,3,111,Lost
13725.0,2011-10-21 10:03:00,8,1980.56,49,4,4,4,12,444,Loyal Customers
13726.0,2011-11-01 10:49:00,2,1079.66,38,4,2,3,9,423,Potential Loyalists
13727.0,2011-11-11 09:46:00,8,1080.05,28,4,4,3,11,443,Loyal Customers
13728.0,2011-11-03 10:49:00,16,2855.17,36,4,5,4,13,454,Champions
13729.0,2010-09-30 10:44:00,3,724.73,435,1,3,3,7,133,At Risk
13730.0,2011-07-27 08:35:00,2,752.6,135,3,2,3,8,323,Potential Loyalists
13731.0,2011-05-04 14:33:00,2,610.59,219,2,2,2,6,222,Need Attention
13732.0,2011-11-11 15:49:00,1,491.86,28,4,1,2,7,412,Potential Loyalists
13733.0,2010-10-25 12:18:00,2,487.03,410,2,2,2,6,222,Need Attention
13734.0,2010-07-19 12:04:00,4,6701.64,508,1,3,5,9,135,At Risk
13735.0,2011-11-15 11:14:00,13,9813.22,24,4,5,5,14,455,Champions
13736.0,2011-12-04 15:19:00,7,2766.21,5,5,4,4,13,544,Champions
13737.0,2011-05-23 16:32:00,1,339.6,200,2,1,2,5,212,Need Attention
13738.0,2010-11-08 15:23:00,1,440.93,396,2,1,2,5,212,Need Attention
13739.0,2011-11-21 13:35:00,2,292.2,18,5,2,2,9,522,Potential Loyalists
13740.0,2011-04-13 10:32:00,5,1597.77,240,2,4,4,10,244,Loyal Customers
13741.0,2011-09-29 09:19:00,3,668.43,71,3,3,3,9,333,Potential Loyalists
13742.0,2011-11-23 11:07:00,12,3131.02,16,5,5,5,15,555,Champions
13743.0,2011-12-07 10:09:00,7,1341.6,2,5,4,4,13,544,Champions
13744.0,2011-09-05 15:19:00,2,1156.36,95,3,2,3,8,323,Potential Loyalists
13745.0,2011-06-30 16:43:00,2,777.36,162,3,2,3,8,323,Potential Loyalists
13746.0,2010-10-22 11:55:00,1,176.69,413,1,1,1,3,111,Lost
13747.0,2010-12-01 10:37:00,2,249.4,373,2,2,1,5,221,Need Attention
13748.0,2011-09-05 09:45:00,9,2268.35,95,3,5,4,12,354,Loyal Customers
13750.0,2011-10-17 12:16:00,11,3602.18,53,4,5,5,14,455,Champions
13751.0,2011-02-24 15:56:00,1,296.25,288,2,1,2,5,212,Need Attention
13752.0,2011-08-07 14:16:00,7,1590.73,124,3,4,4,11,344,Loyal Customers
13753.0,2011-02-25 12:48:00,4,2094.57,287,2,3,4,9,234,At Risk
13754.0,2011-07-11 11:51:00,3,447.05,151,3,3,2,8,332,Potential Loyalists
13755.0,2011-12-06 12:26:00,9,2161.35,3,5,5,4,14,554,Champions
13756.0,2011-12-07 16:44:00,23,9207.5,2,5,5,5,15,555,Champions
13757.0,2010-02-03 12:37:00,1,195.55,674,1,1,1,3,111,Lost
13758.0,2011-11-28 11:11:00,15,9416.98,11,5,5,5,15,555,Champions
13759.0,2011-11-06 14:47:00,2,659.41,33,4,2,3,9,423,Potential Loyalists
13760.0,2011-10-16 16:13:00,5,1363.64,54,4,4,4,12,444,Loyal Customers
13761.0,2011-10-20 14:01:00,6,1952.17,50,4,4,4,12,444,Loyal Customers
13762.0,2011-05-05 09:15:00,5,2472.48,218,2,4,4,10,244,Loyal Customers
13763.0,2011-10-07 15:13:00,3,5217.44,63,3,3,5,11,335,Loyal Customers
13764.0,2011-09-30 12:03:00,6,2953.26,70,3,4,4,11,344,Loyal Customers
13765.0,2010-02-24 13:46:00,1,352.82,653,1,1,2,4,112,Lost
13766.0,2010-08-01 14:25:00,1,190.35,495,1,1,1,3,111,Lost
13767.0,2011-12-07 15:00:00,73,35540.53,2,5,5,5,15,555,Champions
13768.0,2009-12-13 10:41:00,2,875.97,726,1,2,3,6,123,Need Attention
13769.0,2011-12-07 15:08:00,20,5800.42,2,5,5,5,15,555,Champions
13770.0,2010-10-13 15:10:00,4,785.37,422,1,3,3,7,133,At Risk
13771.0,2011-10-06 14:18:00,9,5728.82,64,3,5,5,13,355,Champions
13772.0,2011-11-06 11:43:00,8,3114.22,33,4,4,5,13,445,Champions
13773.0,2010-11-08 11:49:00,2,301.54,396,2,2,2,6,222,Need Attention
13774.0,2011-09-19 12:06:00,1,345.0,81,3,1,2,6,312,Need Attention
13775.0,2010-04-28 12:15:00,1,1049.66,590,1,1,3,5,113,Need Attention
13776.0,2010-10-07 16:11:00,2,623.98,428,1,2,3,6,123,Need Attention
13777.0,2011-12-09 12:25:00,61,56478.42,0,5,5,5,15,555,Champions
13778.0,2011-08-28 15:25:00,4,1124.49,103,3,3,3,9,333,Potential Loyalists
13779.0,2010-07-12 11:24:00,1,161.13,515,1,1,1,3,111,Lost
13780.0,2011-12-02 13:49:00,3,735.82,7,5,3,3,11,533,Loyal Customers
13781.0,2011-04-03 12:08:00,3,778.83,250,2,3,3,8,233,At Risk
13782.0,2011-11-27 11:54:00,13,1793.72,12,5,5,4,14,554,Champions
13783.0,2010-08-09 09:23:00,4,1542.09,487,1,3,4,8,134,At Risk
13784.0,2011-11-30 09:33:00,14,2910.23,9,5,5,4,14,554,Champions
13785.0,2010-10-07 09:25:00,4,542.49,428,1,3,2,6,132,At Risk
13786.0,2010-12-07 13:53:00,6,3358.94,367,2,4,5,11,245,Loyal Customers
13787.0,2011-09-25 12:06:00,6,1222.5,75,3,4,3,10,343,Loyal Customers
13788.0,2010-07-22 15:50:00,1,3.75,505,1,1,1,3,111,Lost
13789.0,2010-11-16 15:31:00,1,239.46,388,2,1,1,4,211,Lost
13790.0,2011-12-05 15:48:00,1,348.8,4,5,1,2,8,512,Potential Loyalists
13791.0,2011-08-04 11:44:00,2,1516.0,127,3,2,4,9,324,Potential Loyalists
13792.0,2011-10-04 14:31:00,3,383.95,66,3,3,2,8,332,Potential Loyalists
13793.0,2010-03-03 08:25:00,1,96.0,646,1,1,1,3,111,Lost
13794.0,2010-06-11 12:30:00,1,126.03,546,1,1,1,3,111,Lost
13795.0,2010-11-16 17:25:00,4,836.3,388,2,3,3,8,233,At Risk
13796.0,2010-07-28 14:45:00,1,289.7,499,1,1,1,3,111,Lost
13797.0,2010-09-29 10:34:00,3,1179.45,436,1,3,3,7,133,At Risk
13798.0,2011-12-08 15:51:00,110,75836.87,1,5,5,5,15,555,Champions
13799.0,2011-08-15 12:07:00,9,2803.57,116,3,5,4,12,354,Loyal Customers
13800.0,2011-02-03 12:27:00,3,1679.56,309,2,3,4,9,234,At Risk
13801.0,2011-10-04 10:15:00,1,324.8,66,3,1,2,6,312,Need Attention
13802.0,2011-07-24 10:54:00,19,26259.11,138,3,5,5,13,355,Champions
13803.0,2011-03-29 12:57:00,3,1338.91,255,2,3,4,9,234,At Risk
13804.0,2011-11-09 12:32:00,9,3208.52,30,4,5,5,14,455,Champions
13805.0,2011-10-18 14:50:00,2,924.6,52,4,2,3,9,423,Potential Loyalists
13806.0,2011-10-07 11:43:00,1,256.38,63,3,1,1,5,311,Need Attention
13807.0,2010-12-07 15:48:00,3,534.8,367,2,3,2,7,232,At Risk
13808.0,2011-12-04 12:18:00,5,1747.66,5,5,4,4,13,544,Champions
13809.0,2011-02-07 13:15:00,3,679.7,305,2,3,3,8,233,At Risk
13810.0,2011-11-11 08:33:00,3,1499.01,28,4,3,4,11,434,Loyal Customers
13811.0,2011-06-09 09:54:00,3,814.5,183,3,3,3,9,333,Potential Loyalists
13812.0,2011-10-28 14:27:00,3,539.0,42,4,3,2,9,432,Potential Loyalists
13813.0,2011-10-31 10:38:00,8,2765.47,39,4,4,4,12,444,Loyal Customers
13814.0,2011-09-08 13:48:00,3,2257.32,92,3,3,4,10,334,Loyal Customers
13815.0,2011-11-17 14:19:00,8,7475.74,22,4,4,5,13,445,Champions
13816.0,2011-11-16 08:38:00,2,571.67,23,4,2,2,8,422,Potential Loyalists
13817.0,2011-11-10 17:49:00,2,382.98,29,4,2,2,8,422,Potential Loyalists
13818.0,2010-10-06 12:35:00,1,61.28,429,1,1,1,3,111,Lost
13819.0,2011-02-11 10:38:00,6,2642.35,301,2,4,4,10,244,Loyal Customers
13820.0,2010-10-17 13:46:00,3,660.65,418,1,3,3,7,133,At Risk
13821.0,2011-07-18 09:49:00,6,1410.73,144,3,4,4,11,344,Loyal Customers
13822.0,2011-12-04 12:13:00,2,632.0,5,5,2,3,10,523,Loyal Customers
13823.0,2011-11-21 10:22:00,7,3403.45,18,5,4,5,14,545,Champions
13824.0,2011-11-07 12:41:00,12,3314.76,32,4,5,5,14,455,Champions
13825.0,2010-03-28 11:02:00,2,255.59,621,1,2,1,4,121,Lost
13826.0,2011-06-16 13:48:00,1,189.5,176,3,1,1,5,311,Need Attention
13827.0,2011-10-13 12:38:00,3,412.05,57,4,3,2,9,432,Potential Loyalists
13828.0,2011-11-17 16:02:00,1,209.49,22,4,1,1,6,411,New Customers
13829.0,2010-10-14 18:19:00,1,102.0,421,1,1,1,3,111,Lost
13830.0,2010-05-07 12:24:00,1,156.85,581,1,1,1,3,111,Lost
13831.0,2011-11-23 15:41:00,18,7023.58,16,5,5,5,15,555,Champions
13832.0,2011-11-20 15:36:00,2,613.69,19,5,2,2,9,522,Potential Loyalists
13833.0,2011-07-03 13:27:00,2,701.36,159,3,2,3,8,323,Potential Loyalists
13834.0,2010-05-12 10:27:00,2,324.19,576,1,2,2,5,122,Need Attention
13835.0,2011-11-14 15:37:00,7,1095.27,25,4,4,3,11,443,Loyal Customers
13836.0,2010-11-05 13:31:00,2,620.37,399,2,2,3,7,223,Need Attention
13837.0,2011-05-12 12:10:00,2,271.24,211,2,2,1,5,221,Need Attention
13838.0,2011-12-04 11:00:00,10,1966.09,5,5,5,4,14,554,Champions
13839.0,2010-08-10 13:52:00,1,139.95,486,1,1,1,3,111,Lost
13840.0,2010-10-19 13:34:00,1,651.4,416,1,1,3,5,113,Need Attention
13841.0,2011-04-01 12:10:00,1,85.0,252,2,1,1,4,211,Lost
13842.0,2011-10-12 10:51:00,18,5629.91,58,4,5,5,14,455,Champions
13843.0,2010-11-23 17:48:00,1,319.75,381,2,1,2,5,212,Need Attention
13844.0,2011-11-28 13:21:00,1,361.62,11,5,1,2,8,512,Potential Loyalists
13845.0,2011-10-06 08:25:00,1,312.98,64,3,1,2,6,312,Need Attention
13846.0,2011-11-15 12:07:00,4,1307.79,24,4,3,4,11,434,Loyal Customers
13847.0,2009-12-20 10:41:00,1,310.72,719,1,1,2,4,112,Lost
13848.0,2011-09-08 12:58:00,8,3335.0,92,3,4,5,12,345,Loyal Customers
13849.0,2011-10-19 10:59:00,5,3469.3,51,4,4,5,13,445,Champions
13850.0,2011-08-02 14:04:00,1,1595.48,129,3,1,4,8,314,Potential Loyalists
13851.0,2011-09-05 12:36:00,8,4606.46,95,3,4,5,12,345,Loyal Customers
13852.0,2010-04-08 09:06:00,1,187.35,610,1,1,1,3,111,Lost
13853.0,2011-10-13 14:18:00,1,1090.14,57,4,1,3,8,413,Potential Loyalists
13854.0,2011-12-01 09:06:00,39,12253.96,8,5,5,5,15,555,Champions
13855.0,2010-07-27 09:53:00,4,1310.34,500,1,3,4,8,134,At Risk
13856.0,2011-06-24 10:03:00,11,1142.03,168,3,5,3,11,353,Loyal Customers
13857.0,2010-11-11 12:54:00,6,1001.01,393,2,4,3,9,243,At Risk
13858.0,2011-10-13 16:17:00,1,216.17,57,4,1,1,6,411,New Customers
13859.0,2011-01-17 16:14:00,2,515.86,326,2,2,2,6,222,Need Attention
13860.0,2011-12-08 12:57:00,5,1245.9,1,5,4,3,12,543,Loyal Customers
13861.0,2010-10-06 14:20:00,2,273.26,429,1,2,1,4,121,Lost
13862.0,2011-11-21 16:24:00,9,2556.09,18,5,5,4,14,554,Champions
13863.0,2011-04-06 10:20:00,4,1239.55,247,2,3,3,8,233,At Risk
13864.0,2010-11-18 12:50:00,1,662.4,386,2,1,3,6,213,Need Attention
13865.0,2011-10-12 13:31:00,4,501.56,58,4,3,2,9,432,Potential Loyalists
13866.0,2011-09-26 14:54:00,1,145.67,74,3,1,1,5,311,Need Attention
13867.0,2011-11-08 15:48:00,3,1015.29,31,4,3,3,10,433,Loyal Customers
13868.0,2011-12-02 16:32:00,2,3192.54,7,5,2,5,12,525,Loyal Customers
13869.0,2011-08-08 13:53:00,10,8111.57,123,3,5,5,13,355,Champions
13870.0,2011-12-07 13:23:00,15,5712.08,2,5,5,5,15,555,Champions
13871.0,2011-11-17 10:49:00,17,7885.85,22,4,5,5,14,455,Champions
13872.0,2010-06-30 15:35:00,3,919.57,527,1,3,3,7,133,At Risk
13873.0,2011-08-12 10:08:00,8,1038.92,119,3,4,3,10,343,Loyal Customers
13874.0,2010-12-16 18:20:00,7,2049.15,358,2,4,4,10,244,Loyal Customers
13875.0,2011-10-17 09:36:00,14,4814.37,53,4,5,5,14,455,Champions
13876.0,2011-10-07 10:22:00,1,122.7,63,3,1,1,5,311,Need Attention
13877.0,2011-09-14 15:49:00,3,449.68,86,3,3,2,8,332,Potential Loyalists
13878.0,2011-10-16 12:19:00,4,2473.06,54,4,3,4,11,434,Loyal Customers
13879.0,2010-03-04 10:49:00,1,395.5,645,1,1,2,4,112,Lost
13880.0,2011-11-18 13:44:00,17,4391.66,21,4,5,5,14,455,Champions
13881.0,2011-12-06 12:50:00,43,45179.1,3,5,5,5,15,555,Champions
13882.0,2011-12-07 11:16:00,5,1191.13,2,5,4,3,12,543,Loyal Customers
13883.0,2011-11-29 10:45:00,15,6560.02,10,5,5,5,15,555,Champions
13884.0,2011-12-02 16:30:00,10,1888.48,7,5,5,4,14,554,Champions
